0,1,2,3,4,5,6,7,8,9,cluster
3.5808314599495397,3.5818287208826036,0.06385625715385074,3.5812416913438807,0.10459103775413464,0.07352525725400369,38.952751566616136,3.581238219159539,3.581294946791782,0.08566086829351958,0
6.445134513267987,6.445835715551168,0.11490736733522505,6.445795677163839,0.18824765110867098,0.13233729765797012,0.8656480138392264,6.445786169319527,6.445789767601354,5.079347783806372,0
1.1114804030782979,1.1116592496950632,1.3960879081333442,1.1114863765676026,0.032462242119061395,0.05872892802207935,0.14929170404905462,1.1114903136094452,1.1114941666893763,4.866868667302375,0
4.604299275031611,4.604671470145291,0.08210763240252364,4.604686236140916,0.13448447318698828,0.09453446652133395,0.6183856869041029,4.605455430154493,4.604759102302083,5.387005917459182,0
5.371261764123639,5.371771569966999,0.09577660243842034,5.3717555871604485,0.1568789707868463,0.11028642624770148,36.78889252808056,5.37227996103059,5.371738211078544,0.12842717696787445,0
8.057507689930219,8.05797167308693,4.452057539699723,8.058172629695687,0.2353304677330691,0.2778442408244572,1.082275481431789,8.05803413317125,8.058193063682404,1.353974674430772,0
8.05640989369856,8.057293504746763,0.1436381313320744,8.057240874434411,0.23530937600052348,0.16542556394048963,1.0820596240881586,8.057203613363324,8.057245295323337,4.810032062293338,0
1.464881033961101,1.4650364492975745,0.026117471455580295,1.465025419304706,0.042785497967487734,0.030090572452684823,41.5109444551237,1.465014686431751,1.4650141882570504,0.035025270136067245,0
6.4453206298601255,6.446071317665705,0.11499152947064337,6.445954259111686,0.188252369339714,0.1323513372788435,0.8656673084175269,6.4459156052837185,6.446059994945451,5.0792444475335365,0
16.114409655031483,16.115971280882793,0.28725356515101186,177.2480513496596,0.4706495568017205,0.3308428752494203,2.1642474534585903,16.116023677137033,16.115915771897853,0.38525691579722654,0
6.445483579662537,6.44620254014143,0.11491277015521638,6.446045964397758,0.18825716150914823,0.13234306059291692,0.8656818902271868,6.446117136974975,6.446158207087157,5.079295240142542,0
2.6854970588052614,2.6857803276405448,5.314021369475545,2.685757211422713,0.07843724996187158,0.1925422927859169,0.3606921656294547,2.685750158620162,2.685780306416523,1.4835910034909923,0
6.445159478131954,6.445851789367864,0.11491231666745409,6.445824911835045,0.18824818713111774,0.13234088908159675,0.8656444329901747,6.445849182865173,6.445847316344662,5.079337030653036,0
5.371305295707066,5.371919332413074,0.09575739274363887,5.3719069775849375,0.15688299384667034,0.11027738093649367,0.721394252078926,5.372678695539273,5.371816622973228,5.25882957537258,0
5.370968114194528,5.371558393950812,4.883162762713108,5.371501574891205,0.1568741431961384,0.2351859648573448,0.7213920526192449,5.371480233056838,5.371495120801924,1.418755737580411,0
